,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
665,5446,70,5,5,10,49.0,139.0
666,3333,70,10,15,10,34.0,139.0
667,43,68,20,0,10,41.0,139.0
668,2894,72,20,5,10,32.0,139.0
669,6019,71,15,5,10,38.0,139.0
670,3309,70,15,5,10,39.0,139.0
671,2190,67,10,5,10,47.0,139.0
672,3773,70,20,-5,10,44.0,139.0
673,4474,71,10,0,10,48.0,139.0
674,4316,70,20,5,10,34.0,139.0
675,5873,71,20,5,0,43.0,139.0
676,1242,67,5,15,10,42.0,139.0
677,997,68,15,0,10,46.0,139.0
678,5491,66,10,5,10,48.0,139.0
679,923,71,10,0,10,48.0,139.0
680,6189,74,15,10,0,39.5,138.5
681,5531,71,20,5,10,32.5,138.5
682,4321,69,5,5,10,49.5,138.5
683,4861,68,20,0,10,40.5,138.5
684,2874,72,20,0,10,36.5,138.5
685,5766,71,20,5,0,42.5,138.5
686,2080,68,20,5,10,35.5,138.5
687,210,74,15,10,0,39.5,138.5
688,6134,75,20,5,0,38.5,138.5
689,3153,70,10,5,10,43.5,138.5
690,379,70,20,-5,10,43.5,138.5
691,1094,71,20,10,10,27.5,138.5
692,1628,69,20,0,0,49.5,138.5
693,367,72,20,5,10,31.5,138.5
694,2869,70,15,5,10,38.5,138.5
695,3648,69,15,5,0,49.5,138.5
696,1043,70,20,5,10,33.5,138.5
697,2301,64,0,15,10,49.5,138.5
698,5838,73,20,0,10,35.5,138.5
699,2392,71,15,-5,10,47.5,138.5
700,3165,70,15,10,0,43.5,138.5
701,1164,68,15,0,10,45.5,138.5
702,5566,71,15,5,10,37.5,138.5
703,6341,76,20,0,0,42.5,138.5
704,2336,72,10,5,10,41.5,138.5
705,1180,70,20,-5,10,43.5,138.5
706,3805,71,20,5,10,32.5,138.5
707,3808,74,20,15,0,29.5,138.5
708,4151,72,10,0,10,46.5,138.5
709,4041,72,15,5,0,46.5,138.5
710,806,70,20,-10,10,48.5,138.5
711,2126,71,5,10,10,42.5,138.5
712,5127,70,20,-5,10,43.5,138.5
713,5633,71,10,5,10,42.5,138.5
714,3921,72,20,0,10,36.5,138.5
715,2543,70,5,5,10,48.5,138.5
716,5096,70,15,-5,10,48.5,138.5
717,6363,66,5,10,10,47.5,138.5
718,1312,67,15,0,10,46.5,138.5
719,944,72,15,5,10,36.5,138.5
720,4987,69,15,0,10,44.5,138.5
721,4194,72,15,-5,10,46.5,138.5
722,700,69,10,0,10,49.5,138.5
723,3483,70,20,-5,10,43.5,138.5
724,2532,70,5,10,10,43.5,138.5
725,12,70,10,0,10,48.5,138.5
726,2273,70,0,10,10,48.0,138.0
727,2850,73,20,10,0,35.0,138.0
728,104,72,20,-10,10,46.0,138.0
729,4230,69,15,-5,10,49.0,138.0
730,4572,69,5,15,0,49.0,138.0
731,1890,68,10,5,10,45.0,138.0
732,3822,70,15,10,10,33.0,138.0
733,231,70,15,5,10,38.0,138.0
734,6025,69,10,0,10,49.0,138.0
735,4258,71,20,5,10,32.0,138.0
736,3906,66,20,5,10,37.0,138.0
737,4475,69,15,5,0,49.0,138.0
738,5520,66,5,10,10,47.0,138.0
739,3286,67,20,-5,10,46.0,138.0
740,1509,67,10,5,10,46.0,138.0
741,386,75,10,10,10,33.0,138.0
742,5289,75,15,5,10,33.0,138.0
743,5320,70,15,5,10,38.0,138.0
744,6321,68,15,-5,10,50.0,138.0
745,3539,72,15,5,0,46.0,138.0
746,3464,73,5,5,10,45.0,138.0
747,2227,72,20,0,0,46.0,138.0
748,892,68,15,0,10,45.0,138.0
749,3738,73,15,10,0,40.0,138.0
750,2251,71,10,5,10,42.0,138.0
751,1071,69,5,5,10,49.0,138.0
752,2327,76,15,10,0,37.0,138.0
753,4670,71,10,10,0,47.0,138.0
754,6272,72,20,0,10,36.0,138.0
755,4320,71,15,5,10,37.0,138.0
756,3663,67,5,10,10,46.0,138.0
757,2776,72,10,5,10,41.0,138.0
758,2275,70,20,0,0,48.0,138.0
759,5974,68,20,-5,10,45.0,138.0
760,1734,68,5,10,10,45.0,138.0
761,2079,72,15,-5,10,46.0,138.0
762,2636,68,15,5,0,50.0,138.0
763,3359,72,20,-5,10,40.5,137.5
764,3043,70,10,0,10,47.5,137.5
765,836,71,15,5,0,46.5,137.5
766,6343,69,10,5,10,43.5,137.5
767,5312,66,20,0,10,41.5,137.5
768,4444,69,20,0,0,48.5,137.5
769,2156,72,10,0,10,45.5,137.5
770,5422,64,20,0,10,43.5,137.5
771,1384,71,15,5,0,46.5,137.5
772,4281,68,20,-5,10,44.5,137.5
773,5154,69,0,15,10,43.5,137.5
774,4078,69,20,0,0,48.5,137.5
775,1494,69,10,10,10,38.5,137.5
776,3366,69,10,10,10,38.5,137.5
777,1676,71,15,0,10,41.5,137.5
778,2689,69,10,10,10,38.5,137.5
779,2479,68,5,10,10,44.5,137.5
780,995,74,15,-5,10,43.5,137.5
781,1549,69,0,10,10,48.5,137.5
782,2492,72,10,0,10,45.5,137.5
783,686,70,15,0,10,42.5,137.5
784,5698,72,15,5,0,45.5,137.5
785,1838,67,20,10,0,40.5,137.5
786,3404,74,20,0,10,33.5,137.5
787,6169,70,15,5,10,37.5,137.5
788,1992,73,15,10,0,39.5,137.5
789,4727,67,15,0,10,45.5,137.5
790,3866,67,10,5,10,45.5,137.5
791,3880,71,20,0,10,36.5,137.5
792,3254,73,10,5,0,49.5,137.5
793,2598,72,15,15,10,25.5,137.5
794,2777,71,20,0,10,36.5,137.5
795,2004,84,5,10,10,28.5,137.5
796,4559,70,15,-5,10,47.5,137.5
797,2178,70,15,5,10,37.5,137.5
798,1446,72,10,0,10,45.5,137.5
799,2908,70,20,-5,10,42.5,137.5
800,2760,68,5,15,10,39.5,137.5
801,3205,71,15,5,10,36.5,137.5
802,3322,71,15,15,10,26.5,137.5
803,5975,75,15,10,10,27.5,137.5
804,788,71,10,5,10,41.5,137.5
805,4985,68,5,5,10,49.5,137.5
806,1938,69,10,0,10,48.5,137.5
807,5128,71,10,0,10,46.5,137.5
808,1457,70,15,-5,10,47.5,137.5
809,5774,75,20,5,0,37.5,137.5
810,1118,72,10,0,10,45.5,137.5
811,1691,73,15,5,10,34.5,137.5
812,350,67,10,10,10,40.5,137.5
813,3989,74,20,5,10,28.5,137.5
814,2633,69,20,0,10,38.5,137.5
815,3519,68,20,-10,10,49.5,137.5
816,3403,69,20,10,0,38.0,137.0
817,6175,72,20,-5,10,40.0,137.0
818,3086,69,10,10,0,48.0,137.0
819,5187,72,15,0,0,50.0,137.0
820,118,70,5,5,10,47.0,137.0
821,5609,71,15,10,10,31.0,137.0
822,4330,68,0,10,10,49.0,137.0
823,3352,68,20,0,0,49.0,137.0
824,4658,72,20,5,10,30.0,137.0
825,2741,74,20,5,0,38.0,137.0
826,2174,71,20,10,10,26.0,137.0
827,1230,69,15,10,0,43.0,137.0
828,195,70,15,0,10,42.0,137.0
829,4715,71,15,10,10,31.0,137.0
830,6183,69,20,10,0,38.0,137.0
831,3056,68,15,0,10,44.0,137.0
832,2464,70,5,5,10,47.0,137.0
833,5899,69,10,0,10,48.0,137.0
834,1305,68,15,10,10,34.0,137.0
835,1325,70,15,0,10,42.0,137.0
836,5438,69,5,5,10,48.0,137.0
837,672,70,5,10,10,42.0,137.0
838,6220,69,10,0,10,48.0,137.0
839,5858,69,5,5,10,48.0,137.0
840,2186,76,20,5,0,36.0,137.0
841,3283,71,20,0,0,46.0,137.0
842,4873,67,10,0,10,50.0,137.0
843,915,69,10,5,10,43.0,137.0
844,4732,70,20,15,0,32.0,137.0
845,734,70,0,15,10,42.0,137.0
846,466,68,20,0,0,49.0,137.0
847,6281,72,10,0,10,45.0,137.0
848,3985,69,10,5,10,43.0,137.0
849,1854,70,20,-5,10,42.0,137.0
850,6320,71,20,5,10,31.0,137.0
851,4352,69,15,10,10,33.0,137.0
852,1169,71,15,0,10,41.0,137.0
853,577,70,10,0,10,47.0,137.0
854,148,71,10,5,10,41.0,137.0
855,6289,70,10,10,10,37.0,137.0
856,3174,68,10,0,10,49.0,137.0
857,5103,67,5,5,10,50.0,137.0
858,2899,73,10,-5,10,49.0,137.0
859,1380,67,10,0,10,50.0,137.0
860,5074,68,10,5,10,44.0,137.0
861,2282,72,10,5,10,39.5,136.5
862,3341,73,20,0,10,33.5,136.5
863,3210,69,0,10,10,47.5,136.5
864,3124,71,0,10,10,45.5,136.5
865,6333,69,5,5,10,47.5,136.5
866,3876,68,15,-5,10,48.5,136.5
867,1948,70,10,0,10,46.5,136.5
868,694,69,10,0,10,47.5,136.5
869,2576,69,20,15,0,32.5,136.5
870,1730,71,15,5,10,35.5,136.5
871,302,71,20,5,10,30.5,136.5
872,4668,69,5,5,10,47.5,136.5
873,1889,73,10,0,10,43.5,136.5
874,2771,71,20,5,0,40.5,136.5
875,4354,64,10,10,10,42.5,136.5
876,2660,71,15,-5,10,45.5,136.5
877,4738,66,10,5,10,45.5,136.5
878,1257,72,15,5,10,34.5,136.5
879,2012,67,10,10,10,39.5,136.5
880,740,72,10,5,0,49.5,136.5
881,5067,69,10,0,10,47.5,136.5
882,1226,67,15,0,10,44.5,136.5
883,4020,72,15,0,0,49.5,136.5
884,4713,69,10,0,10,47.5,136.5
885,54,72,10,5,10,39.5,136.5
886,1177,72,20,10,0,34.5,136.5
887,1721,71,15,0,10,40.5,136.5
888,2129,74,10,5,0,47.5,136.5
889,3023,71,15,0,10,40.5,136.5
890,3108,74,15,10,10,27.5,136.5
891,3406,70,15,10,0,41.5,136.5
892,790,72,20,5,10,29.5,136.5
893,6347,73,20,-5,10,38.5,136.5
894,1133,69,15,5,10,37.5,136.5
895,1680,70,10,5,10,41.5,136.5
896,1522,73,20,5,10,28.5,136.5
897,1788,68,20,0,10,38.5,136.5
898,2170,67,5,5,10,49.5,136.5
899,1928,69,20,-5,10,42.5,136.5
900,580,69,15,5,0,47.5,136.5
901,3993,71,15,5,0,45.5,136.5
902,1406,71,20,5,0,40.5,136.5
903,709,72,20,0,0,44.0,136.0
904,1850,66,20,5,10,35.0,136.0
905,3005,73,20,-5,0,48.0,136.0
906,4875,72,20,0,0,44.0,136.0
907,4495,65,10,5,10,46.0,136.0
908,4356,72,20,-5,0,49.0,136.0
909,6212,67,5,15,10,39.0,136.0
910,1069,70,20,5,10,31.0,136.0
911,2836,66,15,0,10,45.0,136.0
912,5058,72,20,5,10,29.0,136.0
913,2109,67,20,5,10,34.0,136.0
914,5822,68,10,5,10,43.0,136.0
915,4602,70,10,0,10,46.0,136.0
916,3064,68,5,5,10,48.0,136.0
917,4197,71,0,10,10,45.0,136.0
918,3478,67,0,10,10,49.0,136.0
919,3855,70,20,5,0,41.0,136.0
920,747,69,15,5,0,47.0,136.0
921,456,69,10,10,0,47.0,136.0
922,1781,74,15,0,0,47.0,136.0
923,2530,71,10,0,10,45.0,136.0
924,2308,66,10,5,10,45.0,136.0
925,1954,66,20,0,10,40.0,136.0
926,4948,72,20,10,0,34.0,136.0
927,4434,93,5,0,10,28.0,136.0
928,5415,68,5,5,10,48.0,136.0
929,4945,68,15,5,10,38.0,136.0
930,2277,66,5,5,10,50.0,136.0
931,3189,68,15,10,10,33.0,136.0
932,5277,71,20,0,10,35.0,136.0
933,5349,69,20,0,10,37.0,136.0
934,4521,71,5,10,10,40.0,136.0
935,2495,69,20,5,10,32.0,136.0
936,585,70,5,10,10,41.0,136.0
937,1577,71,20,-5,10,40.0,136.0
938,856,67,0,10,10,49.0,136.0
939,5991,70,10,5,10,41.0,136.0
940,2234,71,20,-5,10,40.0,136.0
941,6368,70,15,5,10,36.0,136.0
942,1906,72,15,0,10,39.0,136.0
943,4489,67,5,10,10,44.0,136.0
944,5137,68,5,5,10,48.0,136.0
945,171,72,20,0,0,44.0,136.0
946,3440,72,15,0,10,39.0,136.0
947,4211,85,5,10,10,26.0,136.0
948,1367,73,15,5,0,42.5,135.5
949,4897,70,20,5,10,30.5,135.5
950,1056,69,10,0,10,46.5,135.5
951,5742,71,5,0,10,49.5,135.5
952,1853,69,5,5,10,46.5,135.5
953,6282,69,0,10,10,46.5,135.5
954,1801,66,20,5,10,34.5,135.5
955,3947,73,10,5,0,47.5,135.5
956,3109,66,5,5,10,49.5,135.5
957,2211,72,5,10,10,38.5,135.5
958,228,69,20,5,10,31.5,135.5
959,3916,72,20,5,10,28.5,135.5
960,2678,69,15,0,10,41.5,135.5
961,4311,67,20,5,0,43.5,135.5
962,6081,69,15,5,0,46.5,135.5
963,6218,70,15,5,10,35.5,135.5
964,5481,69,20,5,0,41.5,135.5
965,5693,71,10,5,10,39.5,135.5
966,2365,68,5,5,10,47.5,135.5
967,2503,71,5,5,10,44.5,135.5
968,3511,71,15,5,10,34.5,135.5
969,649,66,15,10,0,44.5,135.5
970,1308,69,20,5,10,31.5,135.5
971,121,71,10,5,10,39.5,135.5
972,4040,72,20,0,10,33.5,135.5
973,2352,68,0,10,10,47.5,135.5
974,4384,93,0,-5,0,47.5,135.5
975,4899,69,20,5,0,41.5,135.5
976,5961,69,10,0,10,46.5,135.5
977,862,68,10,5,10,42.5,135.5
978,3954,76,15,5,0,39.5,135.5
979,2846,70,15,-5,10,45.5,135.5
980,6024,68,5,10,10,42.5,135.5
981,2206,72,15,15,0,33.5,135.5
982,4001,70,0,10,10,45.5,135.5
983,2931,69,5,5,10,46.5,135.5
984,2508,69,10,5,10,41.5,135.5
985,81,74,5,0,10,46.5,135.5
986,2582,69,15,-5,10,46.5,135.5
987,2922,71,20,-5,0,49.5,135.5
988,2232,72,5,0,10,48.5,135.5
989,2414,69,15,0,10,41.5,135.5
990,3349,72,20,0,10,33.5,135.5
991,1096,74,20,-5,0,46.5,135.5
992,5208,70,10,0,10,45.5,135.5
993,2055,71,10,0,10,44.0,135.0
994,6192,68,5,5,10,47.0,135.0
995,1909,71,10,0,10,44.0,135.0
996,4273,62,10,5,10,48.0,135.0
997,3249,71,15,5,0,44.0,135.0
998,5586,71,20,5,0,39.0,135.0
999,3517,68,15,0,10,42.0,135.0
1000,2713,69,20,0,0,46.0,135.0
1001,2323,68,5,5,10,47.0,135.0
1002,371,66,0,10,10,49.0,135.0
1003,5589,71,10,10,10,34.0,135.0
1004,2726,70,10,5,10,40.0,135.0
1005,2732,70,5,0,10,50.0,135.0
1006,4189,71,20,-5,0,49.0,135.0
1007,1422,68,20,10,0,37.0,135.0
1008,4160,71,15,-5,10,44.0,135.0
1009,5815,69,10,0,10,46.0,135.0
1010,576,68,0,10,10,47.0,135.0
1011,1955,70,15,0,10,40.0,135.0
1012,4746,66,10,15,10,34.0,135.0
1013,2010,68,15,0,10,42.0,135.0
1014,4883,68,15,10,0,42.0,135.0
1015,6263,74,10,-5,10,46.0,135.0
1016,62,67,5,5,10,48.0,135.0
1017,1600,72,15,0,0,48.0,135.0
1018,5889,69,5,10,10,41.0,135.0
1019,1079,72,10,-5,10,48.0,135.0
1020,4239,68,5,15,10,37.0,135.0
1021,5216,69,20,5,10,31.0,135.0
1022,5739,68,0,15,10,42.0,135.0
1023,5677,70,20,10,0,35.0,135.0
1024,3741,68,15,5,10,37.0,135.0
1025,5367,71,20,0,0,44.0,135.0
1026,5198,70,20,5,0,40.0,135.0
1027,5238,67,10,5,10,43.0,135.0
1028,5323,70,10,10,10,35.0,135.0
1029,5275,69,20,5,10,31.0,135.0
1030,912,71,20,0,0,44.0,135.0
1031,4817,67,10,5,10,43.0,135.0
1032,4386,69,20,0,10,36.0,135.0
1033,2262,71,15,0,10,39.0,135.0
1034,6077,67,10,0,10,48.0,135.0
1035,5492,72,10,5,10,38.0,135.0
1036,447,74,20,0,0,41.0,135.0
1037,1611,70,10,15,0,40.0,135.0
1038,779,70,20,0,0,45.0,135.0
1039,4410,69,20,15,0,31.0,135.0
1040,5071,71,10,5,0,49.0,135.0
1041,2047,67,10,5,10,43.0,135.0
1042,3484,68,5,5,10,47.0,135.0
1043,3155,71,20,0,0,44.0,135.0
1044,1803,67,10,0,10,48.0,135.0
1045,3431,71,15,0,0,48.5,134.5
1046,5686,66,15,5,10,38.5,134.5
1047,2502,67,5,10,10,42.5,134.5
1048,1946,68,5,5,10,46.5,134.5
1049,3968,70,20,-5,10,39.5,134.5
1050,245,71,10,10,0,43.5,134.5
1051,6051,69,5,5,10,45.5,134.5
1052,6028,70,10,5,0,49.5,134.5
1053,6008,69,10,15,10,30.5,134.5
1054,3221,72,15,5,0,42.5,134.5
1055,4565,67,0,10,10,47.5,134.5
1056,3692,71,20,0,10,33.5,134.5
1057,5469,67,10,5,10,42.5,134.5
1058,4991,65,0,10,10,49.5,134.5
1059,3995,72,5,10,10,37.5,134.5
1060,5426,70,20,5,0,39.5,134.5
1061,847,72,5,10,10,37.5,134.5
1062,3771,68,5,5,10,46.5,134.5
1063,768,72,20,5,0,37.5,134.5
1064,4360,70,20,0,10,34.5,134.5
1065,4935,68,20,0,10,36.5,134.5
1066,2404,69,5,15,10,35.5,134.5
1067,165,71,10,0,10,43.5,134.5
1068,1144,66,10,10,10,38.5,134.5
1069,2068,70,20,5,10,29.5,134.5
1070,1490,73,15,10,10,26.5,134.5
1071,5386,68,15,-5,10,46.5,134.5
1072,4731,68,20,-5,10,41.5,134.5
1073,6274,71,20,0,10,33.5,134.5
1074,87,71,10,5,0,48.5,134.5
1075,4582,68,10,10,10,36.5,134.5
1076,5719,65,5,5,10,49.5,134.5
1077,1880,70,15,-10,10,49.5,134.5
1078,1856,73,10,0,10,41.5,134.5
1079,3301,71,20,15,0,28.5,134.5
1080,1848,70,20,5,10,29.5,134.5
1081,1115,75,20,0,0,39.5,134.5
1082,2294,72,10,10,10,32.5,134.5
1083,4168,65,5,5,10,49.5,134.5
1084,4616,70,10,5,0,49.5,134.5
1085,6312,71,5,5,10,43.5,134.5
1086,1172,75,10,0,0,49.5,134.5
1087,1175,72,20,5,0,37.5,134.5
1088,3063,70,15,10,0,39.5,134.5
1089,2725,72,10,-5,10,47.5,134.5
1090,2999,70,10,5,0,49.5,134.5
1091,6151,65,10,5,10,44.0,134.0
1092,5283,69,20,10,0,35.0,134.0
1093,5101,74,20,-5,10,35.0,134.0
1094,2719,70,20,-5,10,39.0,134.0
1095,3321,70,15,5,10,34.0,134.0
1096,2001,71,20,0,0,43.0,134.0
1097,539,72,20,5,10,27.0,134.0
1098,4522,69,10,10,10,35.0,134.0
1099,4231,64,10,15,10,35.0,134.0
1100,2386,71,5,10,10,38.0,134.0
1101,44,65,5,5,10,49.0,134.0
1102,1951,71,15,0,10,38.0,134.0
1103,3498,69,15,5,10,35.0,134.0
1104,21,72,20,0,0,42.0,134.0
1105,4233,66,5,5,10,48.0,134.0
1106,6114,72,10,5,10,37.0,134.0
1107,2518,71,10,5,10,38.0,134.0
1108,6166,70,5,10,10,39.0,134.0
1109,3658,68,10,0,10,46.0,134.0
1110,5066,70,15,10,10,29.0,134.0
1111,3749,75,20,-5,10,34.0,134.0
1112,2930,68,15,0,10,41.0,134.0
1113,4000,71,10,5,10,38.0,134.0
1114,3835,72,5,0,10,47.0,134.0
1115,5297,66,10,0,10,48.0,134.0
1116,1404,68,10,5,10,41.0,134.0
1117,2690,70,20,0,0,44.0,134.0
1118,1746,69,5,10,10,40.0,134.0
1119,1330,71,0,10,10,43.0,134.0
1120,5334,69,15,-10,10,50.0,134.0
1121,5866,70,20,0,10,34.0,134.0
1122,4889,71,15,0,0,48.0,134.0
1123,2504,87,0,10,10,27.0,134.0
1124,3078,69,15,10,0,40.0,134.0
1125,5315,66,10,0,10,48.0,134.0
1126,3229,73,10,10,10,31.0,134.0
1127,4306,71,5,10,10,38.0,134.0
1128,2657,72,15,-5,10,42.0,134.0
1129,5143,70,15,0,10,39.0,134.0
1130,770,72,20,0,10,32.0,134.0
1131,4561,69,10,5,10,40.0,134.0
1132,5605,74,15,5,0,40.0,134.0
1133,5045,67,5,5,10,47.0,134.0
1134,2056,70,10,15,0,39.0,134.0
1135,2967,71,0,5,10,48.0,134.0
1136,406,70,5,5,10,44.0,134.0
1137,4477,71,5,0,10,48.0,134.0
1138,2213,91,5,5,0,33.0,134.0
1139,2236,69,10,5,10,40.0,134.0
1140,2795,71,20,0,0,43.0,134.0
1141,3885,73,20,-5,10,36.0,134.0
1142,416,70,5,10,10,39.0,134.0
1143,2579,69,15,5,0,45.0,134.0
1144,3628,65,10,0,10,49.0,134.0
1145,4586,69,0,10,10,45.0,134.0
1146,275,69,15,5,10,35.0,134.0
1147,584,70,5,5,10,44.0,134.0
1148,1440,73,15,15,0,31.0,134.0
1149,3418,70,10,5,10,38.5,133.5
1150,3017,67,5,10,10,41.5,133.5
1151,3652,68,20,5,0,40.5,133.5
1152,5865,71,15,5,0,42.5,133.5
1153,3983,70,20,5,10,28.5,133.5
1154,642,66,5,10,10,42.5,133.5
1155,433,68,20,10,10,25.5,133.5
1156,5636,64,10,0,10,49.5,133.5
1157,620,73,10,5,0,45.5,133.5
1158,1398,74,10,0,0,49.5,133.5
1159,1395,69,15,-5,10,44.5,133.5
1160,2143,67,10,10,10,36.5,133.5
1161,5631,72,20,5,10,26.5,133.5
1162,359,70,15,0,10,38.5,133.5
1163,1819,69,15,5,10,34.5,133.5
1164,5043,72,10,10,10,31.5,133.5
1165,2944,72,20,-15,10,46.5,133.5
1166,4051,70,20,5,10,28.5,133.5
1167,4901,71,5,10,0,47.5,133.5
1168,1659,68,5,10,10,40.5,133.5
1169,3232,70,10,0,10,43.5,133.5
1170,1675,67,10,0,10,46.5,133.5
1171,1567,70,5,0,10,48.5,133.5
1172,4829,72,10,5,0,46.5,133.5
1173,5223,68,20,0,10,35.5,133.5
1174,1631,70,10,-5,10,48.5,133.5
1175,198,71,15,0,10,37.5,133.5
1176,3590,71,15,0,10,37.5,133.5
1177,2021,66,5,15,10,37.5,133.5
1178,1709,70,20,0,0,43.5,133.5
1179,3488,71,15,5,0,42.5,133.5
1180,785,68,10,10,10,35.5,133.5
1181,320,68,15,-5,10,45.5,133.5
1182,4246,74,20,-5,10,34.5,133.5
1183,1533,71,20,5,10,27.5,133.5
1184,4887,68,15,0,10,40.5,133.5
1185,1314,68,5,10,10,40.5,133.5
1186,213,69,5,5,10,44.5,133.5
1187,296,66,5,10,10,42.5,133.5
1188,670,69,5,0,10,49.5,133.5
1189,5308,73,10,10,10,30.5,133.5
1190,3095,69,5,0,10,49.5,133.5
1191,2955,69,15,5,10,34.5,133.5
1192,2362,67,10,10,10,36.5,133.5
1193,2856,67,20,-5,10,41.5,133.5
1194,5439,66,5,5,10,47.5,133.5
1195,5849,72,15,0,0,46.5,133.5
1196,3894,72,20,0,0,41.5,133.5
1197,1999,70,10,-5,10,48.5,133.5
1198,272,72,10,5,0,46.5,133.5
1199,5644,70,20,0,0,43.0,133.0
1200,2513,70,20,0,0,43.0,133.0
1201,3342,69,20,-5,0,49.0,133.0
1202,5779,73,10,-5,10,45.0,133.0
1203,5770,69,10,0,10,44.0,133.0
1204,5843,73,5,5,10,40.0,133.0
1205,4377,73,15,0,10,35.0,133.0
1206,3392,71,10,5,0,47.0,133.0
1207,1377,71,15,5,10,32.0,133.0
1208,1236,67,20,0,0,46.0,133.0
1209,3601,69,5,0,10,49.0,133.0
1210,994,71,20,-5,0,47.0,133.0
1211,2531,68,20,0,10,35.0,133.0
1212,4906,72,15,-10,10,46.0,133.0
1213,2257,68,5,10,10,40.0,133.0
1214,4557,67,5,10,10,41.0,133.0
1215,5065,70,15,5,10,33.0,133.0
1216,372,72,5,0,10,46.0,133.0
1217,5989,69,10,-5,10,49.0,133.0
1218,6041,74,15,0,10,34.0,133.0
1219,1348,70,0,10,10,43.0,133.0
1220,6091,65,0,10,10,48.0,133.0
1221,251,67,10,5,10,41.0,133.0
1222,4141,70,10,5,10,38.0,133.0
1223,2933,69,10,5,10,39.0,133.0
1224,2396,72,10,-5,10,46.0,133.0
1225,906,71,15,10,0,37.0,133.0
1226,4595,74,20,10,0,29.0,133.0
1227,5915,71,15,0,10,37.0,133.0
1228,3802,72,15,5,0,41.0,133.0
1229,5939,69,10,10,10,34.0,133.0
1230,4640,69,20,5,10,29.0,133.0
1231,5369,69,15,10,0,39.0,133.0
1232,2573,74,20,-5,10,34.0,133.0
1233,4966,69,5,0,10,49.0,133.0
1234,5134,67,5,5,10,46.0,133.0
1235,5411,73,15,-5,0,50.0,133.0
1236,102,69,20,15,0,29.0,133.0
1237,3048,68,5,5,10,45.0,133.0
1238,3110,66,0,10,10,47.0,133.0
1239,5424,71,10,5,0,47.0,133.0
1240,2572,69,15,10,10,29.0,133.0
1241,6170,68,5,10,10,40.0,133.0
1242,3441,70,15,-10,10,48.0,133.0
1243,1174,68,5,5,10,45.0,133.0
1244,2426,88,10,5,0,30.0,133.0
1245,4631,66,5,5,10,47.0,133.0
1246,3518,68,10,5,10,40.0,133.0
1247,1839,64,5,5,10,49.0,133.0
1248,99,67,15,5,0,46.0,133.0
1249,2311,69,10,0,10,44.0,133.0
1250,2434,74,10,5,0,44.0,133.0
1251,5407,69,0,15,0,49.0,133.0
1252,3874,68,10,-5,10,50.0,133.0
1253,6203,69,5,5,10,44.0,133.0
1254,2449,68,5,5,10,45.0,133.0
1255,4687,71,20,0,0,42.0,133.0
1256,1574,68,10,0,10,45.0,133.0
1257,1315,67,5,5,10,46.0,133.0
1258,4751,71,10,5,10,37.0,133.0
1259,1123,69,10,-5,10,48.5,132.5
1260,1778,65,10,0,10,47.5,132.5
1261,2053,69,10,0,10,43.5,132.5
1262,5241,69,0,10,10,43.5,132.5
1263,2974,69,15,0,0,48.5,132.5
1264,6141,69,10,5,0,48.5,132.5
1265,6084,67,15,10,0,40.5,132.5
1266,2424,71,10,5,10,36.5,132.5
1267,2876,72,20,5,0,35.5,132.5
1268,5336,70,10,0,10,42.5,132.5
1269,410,72,5,0,10,45.5,132.5
1270,2921,66,5,5,10,46.5,132.5
1271,2710,70,15,-10,10,47.5,132.5
1272,1155,70,15,10,10,27.5,132.5
1273,4253,71,5,10,10,36.5,132.5
1274,1921,71,10,10,10,31.5,132.5
1275,5421,70,15,5,10,32.5,132.5
1276,5615,69,15,5,10,33.5,132.5
1277,2938,68,20,-5,0,49.5,132.5
1278,2442,74,10,5,0,43.5,132.5
1279,4079,65,20,0,10,37.5,132.5
1280,5133,67,10,15,0,40.5,132.5
1281,921,70,15,10,0,37.5,132.5
1282,4344,67,15,10,10,30.5,132.5
1283,707,68,20,-5,0,49.5,132.5
1284,5309,72,15,10,10,25.5,132.5
1285,3400,64,0,15,10,43.5,132.5
1286,6301,70,15,0,0,47.5,132.5
1287,18,67,10,0,10,45.5,132.5
1288,675,69,10,0,10,43.5,132.5
1289,1048,70,10,-5,10,47.5,132.5
1290,3192,71,5,5,10,41.5,132.5
1291,1537,71,5,0,10,46.5,132.5
1292,3230,68,10,0,10,44.5,132.5
1293,4822,70,10,5,10,37.5,132.5
1294,1416,68,10,5,10,39.5,132.5
1295,2244,74,15,10,0,33.5,132.5
1296,2329,67,20,-10,10,45.5,132.5
1297,1602,67,20,0,0,45.5,132.5
1298,4699,70,10,5,0,47.5,132.5
1299,4978,68,20,-5,10,39.5,132.5
1300,2335,67,10,10,10,35.5,132.5
1301,1187,67,5,5,10,45.5,132.5
1302,4663,68,10,10,0,44.5,132.5
1303,1488,70,10,5,10,37.5,132.5
1304,3790,67,5,5,10,45.5,132.5
1305,4802,74,20,5,0,33.5,132.5
1306,3864,72,20,0,10,30.5,132.5
1307,2176,69,0,5,10,48.5,132.5
1308,4157,68,10,0,10,44.5,132.5
1309,5151,69,20,0,0,43.5,132.5
1310,6286,68,0,5,10,49.5,132.5
1311,4505,70,20,-5,0,47.5,132.5
1312,3731,72,15,5,10,30.5,132.5
1313,5743,72,20,5,10,25.5,132.5
